codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
3809,78697,PTIZS,,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,975,2.0,1973.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,DECOLAGEM,INSTRUÇÃO,NENHUM,0
3810,78698,PROFA,,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2004.0,HELICÓPTERO,PARTICULAR,CARLOS PRATES,CARATINGA,CRUZEIRO,PRIVADA,NENHUM,0
3811,78699,PRVAU,,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,,,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,LEVE,0
3812,78700,PRGXQ,,,,,,,SEM TRAÇÃO,0,0,0.0,,,REGULAR,CONGONHAS,TANCREDO NEVES,CRUZEIRO,REGULAR,NENHUM,0
3813,78701,PTNRK,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,P28R,PISTÃO,MONOMOTOR,1248,1248,4.0,1979.0,AVIÃO,PARTICULAR,,GURUPI,SUBIDA,PRIVADA,NENHUM,0
3814,78702,PRMAP,,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,166.0,2002.0,AVIÃO,REGULAR,AEROPUERTO INTERNACIONAL ROSARIO ISLAS MALVINAS,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,LEVE,0
3815,78703,PPMMG,,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2011.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DESCIDA DESCONTROLADA,POLICIAL,SUBSTANCIAL,0
3816,78704,PTMXI,,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,89000,232.0,2011.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,LEVE,0
3817,78706,PRBVT,,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1979.0,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,BAHIA - JORGE AMADO,SUBIDA,TÁXI AÉREO,LEVE,0
3818,78707,PTOUM,ESPECIALIZADA,AVIÃO,MAULE AIRCRAFT,MX-7-180,M7,PISTÃO,MONOMOTOR,1134,1134,4.0,1986.0,AVIÃO,ESPECIALIZADA,AMERICANA,VITÓRIA DA CONQUISTA,DESCIDA,ESPECIALIZADA,NENHUM,0
3819,78708,PRAZG,,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,51800,112.0,2009.0,AVIÃO,REGULAR,VIRACOPOS,SANTOS DUMONT,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
3820,78709,PRDVR,,AVIÃO,CESSNA AIRCRAFT,T210N,C210,PISTÃO,MONOMOTOR,1814,1814,6.0,1979.0,AVIÃO,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,DECOLAGEM,PRIVADA,SUBSTANCIAL,1
3821,78710,PTVCC,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2011.0,AVIÃO,PARTICULAR,AERODROMO DE PARAGOMINAS,PAGRISA,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
3822,78711,PUNAE,,ULTRALEVE,,,ULAC,,SEM TRAÇÃO,0,0,0.0,,ULTRALEVE,EXPERIMENTAL,BRIGADEIRO ARARIPE MACEDO,BRIGADEIRO ARARIPE MACEDO,CRUZEIRO,EXPERIMENTAL,LEVE,0
3823,78712,PTVIZ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1988.0,AVIÃO,PARTICULAR,FAZENDA CANAÃ,OLHOS D'ÁGUA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3824,78713,PRAYG,,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2010.0,AVIÃO,REGULAR,EDUARDO GOMES,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,SUBIDA,REGULAR,LEVE,0
3825,78714,PPMJT,,AVIÃO,PIPER AIRCRAFT,PA-32R-301T,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,2004.0,AVIÃO,PARTICULAR,AMERICANA,COSTA ESMERALDA,POUSO,PRIVADA,SUBSTANCIAL,0
3826,78715,PTUKS,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1998.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
3827,78716,PTSGM,,AVIÃO,EMBRAER,EMB-110P1,E110,TURBOÉLICE,BIMOTOR,5670,5670,20.0,1982.0,AVIÃO,NÃO REGULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,GOVERNADOR ANDRÉ FRANCO MONTORO,TÁXI,TÁXI AÉREO,NENHUM,0
3828,78717,PUAPK,,ULTRALEVE,MENDES-ADM PARTICIPACOES E EMPREENDIMENTOS LTDA,RV-9A,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2011.0,ULTRALEVE,EXPERIMENTAL,UBÁ,UBÁ,MANOBRA,PRIVADA,DESTRUÍDA,2
3829,78718,PRAIT,,AVIÃO,AIRBUS INDUSTRIE,A330-243,A332,JATO,BIMOTOR,230000,230000,278.0,,AVIÃO,REGULAR,VIRACOPOS,AEROPORTO HUMBERTO DELGADO,CRUZEIRO,REGULAR,NENHUM,0
3830,78719,PRCHS,,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,22.0,2009.0,HELICÓPTERO,TÁXI AÉREO,FPSO CIDADE DE SÃO PAULO MV 23,JACAREPAGUÁ,DESCIDA,TÁXI AÉREO,NENHUM,0
3831,78720,PRTRX,,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PA46,PISTÃO,MONOMOTOR,1969,1969,6.0,2009.0,AVIÃO,PARTICULAR,LUÍS DAL CANALLE FILHO,BACACHERI,CORRIDA APÓS POUSO,,LEVE,0
3832,78721,PTRFZ,,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,AVIÃO,NÃO REGULAR,FAZENDA SERRA GRANDE,JOÃO CORREA DA ROCHA,POUSO,TÁXI AÉREO,LEVE,0
3833,78722,PRBHF,,AVIÃO,BEECH AIRCRAFT,F33A,BE33,PISTÃO,MONOMOTOR,1542,1542,,,AVIÃO,PARTICULAR,ESTÂNCIA SANTA MARIA,ESTÂNCIA ESMERALDA,SUBIDA,PRIVADA,SUBSTANCIAL,2
3834,78723,PPCMM,,AVIÃO,BEECH AIRCRAFT,F90,BE9T,TURBOÉLICE,BIMOTOR,4967,4967,8.0,1983.0,AVIÃO,PARTICULAR,FRANCISCO CORREA DA CRUZ,EDUARDO GOMES,DESCIDA,PRIVADA,NENHUM,0
3835,78724,PROHJ,,HELICÓPTERO,AGUSTA,AW139,A139,TURBOEIXO,BIMOTOR,6800,6800,17.0,2013.0,HELICÓPTERO,MÚLTIPLA,FORA DE AERODROMO,SÃO TOMÉ,CRUZEIRO,TÁXI AÉREO,NENHUM,0
3836,78725,PTBHM,PARTICULAR,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1977.0,AVIÃO,PARTICULAR,JALES,OLHOS D'ÁGUA,POUSO,PRIVADA,LEVE,0
3837,78726,PTALF,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,170A,C170,PISTÃO,MONOMOTOR,998,998,4.0,1952.0,AVIÃO,PARTICULAR,FAZENDA BAIA DA BUGRA,FAZENDA BAIA DA BUGRA,CIRCUITO DE TRÁFEGO,PRIVADA,LEVE,0
3838,78727,PRWRG,,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,2011.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,PRIMAVERA DO LESTE,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
3839,78728,PTDJC,,AVIÃO,BEECH AIRCRAFT,35,BE35,PISTÃO,MONOMOTOR,1157,1157,4.0,,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,SUBSTANCIAL,0
3840,78730,PRTGR,,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1905,1.0,1977.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3841,78731,PPGNT,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1993.0,AVIÃO,INSTRUÇÃO,BACACHERI,BACACHERI,TÁXI,INSTRUÇÃO,LEVE,0
3842,78732,PRNPA,,AVIÃO,PIPER AIRCRAFT,PA-28-161,PA28A,PISTÃO,MONOMOTOR,1054,1054,4.0,,AVIÃO,INSTRUÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,FRANCISCO DE ASSIS,CRUZEIRO,INSTRUÇÃO,SUBSTANCIAL,0
3843,78733,PRAUQ,,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2015.0,AVIÃO,REGULAR,VIRACOPOS,MARECHAL RONDON,CRUZEIRO,REGULAR,NENHUM,0
3844,78735,PUFNA,,ULTRALEVE,,FASCINATION,ULAC,PISTÃO,MONOMOTOR,450,450,2.0,1998.0,ULTRALEVE,EXPERIMENTAL,GERALDO GUIAS DE AQUINO,CARLOS RUHL,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3845,78737,PRZLB,,,,,,,SEM TRAÇÃO,0,0,0.0,,,EXPERIMENTAL,FORA DE AERODROMO,AEROLEVE AERÓDROMO PRIVADO,OUTRA FASE,PRIVADA,SUBSTANCIAL,0
3846,78738,PRPPL,,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1978.0,AVIÃO,PARTICULAR,PORTO BONITO,FLORES,OUTRA FASE,PRIVADA,NENHUM,0
3847,78740,PRMPN,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,AT43,TURBOÉLICE,BIMOTOR,16900,16900,52.0,1986.0,AVIÃO,REGULAR,EDUARDO GOMES,CARAUARI,DECOLAGEM,REGULAR,SUBSTANCIAL,0
3848,78741,PRVVV,,AVIÃO,RAYTHEON AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2494,2494,6.0,1986.0,AVIÃO,PARTICULAR,FAZENDA ANAHÍ,ESTÂNCIA SANTA MARIA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
3849,78742,PPGJI,,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1950.0,AVIÃO,INSTRUÇÃO,BRIGADEIRO ARARIPE MACEDO,BRIGADEIRO ARARIPE MACEDO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
3850,78743,PTNXT,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1980.0,AVIÃO,PARTICULAR,AEROCLUBE DE SANTA CATARINA,CORREIA PINTO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
3851,78744,PURMR,,ULTRALEVE,VECTOR ULTRALIGHT INDUSTRIA E COMERCIO,FOX V5 ADVANCED,ULAC,PISTÃO,MONOMOTOR,399,399,2.0,1993.0,ULTRALEVE,EXPERIMENTAL,IBERÁ,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,1
3852,78745,PRETJ,,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,1360,1360,4.0,2007.0,AVIÃO,PARTICULAR,CARLOS PRATES,BAHIA - JORGE AMADO,DECOLAGEM,PRIVADA,DESTRUÍDA,1
3853,78746,PUDMR,,ULTRALEVE,,ECHO P92S,ULAC,PISTÃO,MONOMOTOR,499,499,2.0,2000.0,ULTRALEVE,EXPERIMENTAL,CLUBE DE MARTE IBIRÁ DE PÁRA-QUEDISMO,CLUBE DE MARTE IBIRÁ DE PÁRA-QUEDISMO,ARREMETIDA NO AR,PRIVADA,SUBSTANCIAL,0
3854,78747,PRMLB,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,AVIÃO,INSTRUÇÃO,PARÁ DE MINAS,PARÁ DE MINAS,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3855,78748,PRARJ,,AVIÃO,PIPER AIRCRAFT,PA-32R-301,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1988.0,AVIÃO,PARTICULAR,ITAITUBA,MAESTRO WILSON FONSECA,POUSO,PRIVADA,,0
3856,78749,PRZMP,,AVIÃO,SUZANE MARI PIANA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2013.0,AVIÃO,EXPERIMENTAL,DOMINGOS REGO,CAMOCIM,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
3857,78750,PTDNE,,AVIÃO,CESSNA AIRCRAFT,172K,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,1970.0,AVIÃO,PARTICULAR,TORRES,CANELA,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
3858,78751,PRRMH,,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,2005.0,AVIÃO,PARTICULAR,JATAÍ,ESTÂNCIA RECANTO,POUSO,PRIVADA,SUBSTANCIAL,0
3859,78752,PTURD,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3860,78753,PTMJQ,,AVIÃO,RAYTHEON AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,1999.0,AVIÃO,PARTICULAR,PIMENTA BUENO,AMERICANA,CRUZEIRO,PRIVADA,NENHUM,0
3861,78754,PRZER,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,REGENTE -42 ELO,ZZZZ,PISTÃO,MONOMOTOR,1040,1040,3.0,1986.0,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3862,78755,PTKDU,,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1974.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,,0
3863,78756,PRAGI,,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2013.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3864,78757,PTCON,,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,975,4.0,1966.0,AVIÃO,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,CRUZEIRO,PRIVADA,DESTRUÍDA,2
3865,78758,PTDVP,,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1179,1179,4.0,1971.0,AVIÃO,PARTICULAR,MÁRIO DE ALMEIDA FRANCO,LEITE LOPES,POUSO,PRIVADA,SUBSTANCIAL,0
3866,78759,PRHFA,,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2002.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,POLICIAL,NENHUM,0
3867,78760,PTOVL,,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1981.0,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AMERICANA,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
3868,78761,PUETD,,,MONTAER,MC01,,,MONOMOTOR,600,600,1.0,2015.0,,EXPERIMENTAL,ATIBAIA,ATIBAIA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3869,78762,PUTKK,,ULTRALEVE,,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,2005.0,ULTRALEVE,EXPERIMENTAL,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3870,78763,PTVNH,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1992.0,AVIÃO,PARTICULAR,CRUZEIRO DO SUL,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,1
3871,78764,PUSUC,,ULTRALEVE,EDRA INDUSTRIA AERONAUTICA LTDA,SUPER PETREL LS,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2012.0,ULTRALEVE,EXPERIMENTAL,TEFÉ,TEFÉ,POUSO,PRIVADA,SUBSTANCIAL,0
3872,78765,PRRAU,,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1976.0,AVIÃO,TÁXI AÉREO,FLORES,ITAITUBA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3873,78766,PTOBL,,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1976.0,AVIÃO,TÁXI AÉREO,MARECHAL THAUMATURGO,CRUZEIRO DO SUL,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0
3874,78767,PTJDG,,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1973.0,AVIÃO,PARTICULAR,MUNDICO COELHO,ITAITUBA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3875,78768,PUSRT,,ULTRALEVE,PATRICIA VIEIRA DE MELLO,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2010.0,ULTRALEVE,EXPERIMENTAL,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,POUSO,PRIVADA,SUBSTANCIAL,0
3876,78769,PRMCD,,AVIÃO,PIPER AIRCRAFT,PA-31-350,PA31,PISTÃO,BIMOTOR,3175,3175,10.0,1980.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3877,78770,PREAM,,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2009.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FLORES,FLORES,DECOLAGEM VERTICAL,POLICIAL,SUBSTANCIAL,0
3878,78771,PTLSO,,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,4377,10.0,1978.0,AVIÃO,PARTICULAR,FAZENDA PROGRESSO,SENADOR PETRÔNIO PORTELLA,CRUZEIRO,PRIVADA,NENHUM,0
3879,78772,PTNKK,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1977.0,AVIÃO,PARTICULAR,PISTA DE POUSO  NÃO HOMOLOGADA,PISTA DE POUSO  NÃO HOMOLOGADA,DECOLAGEM,PRIVADA,DESTRUÍDA,3
3880,78773,PUCCL,,ULTRALEVE,ULTRALEGER,MISTRAL 582C,ULAC,PISTÃO,MONOMOTOR,430,430,2.0,1995.0,ULTRALEVE,EXPERIMENTAL,PIRAQUARA,PIRAQUARA,DECOLAGEM,PRIVADA,DESTRUÍDA,0
3881,78774,PTYZF,,HELICÓPTERO,BELL HELICOPTER,407,B407,TURBOEIXO,MONOMOTOR,2268,2268,7.0,1998.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,PORTO SEGURO,FORA DE AERODROMO,POUSO,POLICIAL,SUBSTANCIAL,0
3882,78775,PPDFM,,AVIÃO,CESSNA AIRCRAFT,120,C120,PISTÃO,MONOMOTOR,658,658,2.0,,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
3883,78776,PRAPN,,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2008.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,DESTRUÍDA,3
3884,78777,PUMSM,,ULTRALEVE,,CT-U,ULAC,PISTÃO,MONOMOTOR,458,458,2.0,1999.0,ULTRALEVE,EXPERIMENTAL,ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA,ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3885,78778,PTIUK,,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1973.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
3886,78779,PTUSO,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
3887,78780,PUVVS,,AVIÃO,TRIKE ICAROS IND. AER. LTDA.,ADVENTURE,ZZZZ,PISTÃO,MONOMOTOR,495,495,2.0,2016.0,AVIÃO,EXPERIMENTAL,ATIBAIA,ATIBAIA,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0
3888,78781,PPCHB,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,AVIÃO,INSTRUÇÃO,BRIGADEIRO CABRAL,DAS BANDEIRINHAS,CRUZEIRO,INSTRUÇÃO,SUBSTANCIAL,0
3889,78782,PUAFA,,ULTRALEVE,,FOX IIB,ULAC,PISTÃO,MONOMOTOR,35,35,2.0,1991.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,3
3890,78783,PRZQA,,AVIÃO,PAULO R. M. MAIA,COZY MARK IV,ZZZZ,PISTÃO,MONOMOTOR,930,930,4.0,2017.0,AVIÃO,EXPERIMENTAL,GENERAL LEITE DE CASTRO,DOMINGOS PIGNATARI,CRUZEIRO,PRIVADA,SUBSTANCIAL,2
3891,78784,PRMPY,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-202,AT72,TURBOÉLICE,BIMOTOR,22000,22000,71.0,1998.0,AVIÃO,REGULAR,ITAITUBA,EDUARDO GOMES,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
3892,78785,PTMHC,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1996.0,AVIÃO,REGULAR,EDUARDO GOMES,MAUÉS,DECOLAGEM,REGULAR,SUBSTANCIAL,0
3893,78786,PPZOJ,,,FLYER INDÚSTRIA AERONÁUTICA,RV-10,,,,1224,1224,,2016.0,,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,2
3894,78787,PTUEK,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1989.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
3895,78788,PRZJO,,AVIÃO,,BEARHAWK,ZZZZ,PISTÃO,MONOMOTOR,1134,1134,,,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,PRAINHA,ARREMETIDA NO AR,EXPERIMENTAL,SUBSTANCIAL,0
3896,78789,PUXIK,,ULTRALEVE,FRANCISCO BRAGANTE JUNIOR,ALTO HENKEL,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2011.0,ULTRALEVE,EXPERIMENTAL,JOÃO GALDINO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3897,78790,PUUMG,,ULTRALEVE,,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,750,750,1.0,2008.0,ULTRALEVE,EXPERIMENTAL,BASE AÉREA DE TAUBATÉ,BASE AÉREA DE TAUBATÉ,POUSO,PRIVADA,SUBSTANCIAL,0
3898,78792,PTOGH,,AVIÃO,CESSNA AIRCRAFT,208,C208,TURBOÉLICE,MONOMOTOR,3629,3629,11.0,1985.0,AVIÃO,REGULAR,BAURU/AREALVA (SJTC*),AEROPORTO ESTADUAL DE JUNDIAÍ,APROXIMAÇÃO FINAL,INSTRUÇÃO,LEVE,0
3899,78793,PRTHI,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,AVIÃO,INSTRUÇÃO,PARÁ DE MINAS,LAGOA DA PRATA,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
3900,78795,PRIPM,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2012.0,AVIÃO,ADMINISTRAÇÃO DIRETA,DEPUTADO LUÍS EDUARDO MAGALHÃES,COSTA DOS COQUEIROS,CORRIDA APÓS POUSO,POLICIAL,LEVE,0
3901,78796,PTYTJ,,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,1998.0,HELICÓPTERO,PARTICULAR,NOVO ARIPUANÃ,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,4
