codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
3717,78535,PTJIC,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1973.0,AVIÃO,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,1
3718,78536,PRAZC,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,51800,112.0,2008.0,AVIÃO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,TANCREDO NEVES,CRUZEIRO,REGULAR,NENHUM,0
3719,78538,PTXPB,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-211,A321,JATO,BIMOTOR,89000,89000,,2014.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
3720,78540,PRAXB,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,TANCREDO NEVES,TÁXI,REGULAR,NENHUM,0
3721,78542,PRAJZ,REGULAR,,BOEING COMPANY,737-48E,B734,JATO,BIMOTOR,65090,65090,,,,REGULAR,ZUMBI DOS PALMARES,VIRACOPOS,ESTACIONAMENTO,REGULAR,LEVE,0
3722,78544,PTOCC,PARTICULAR,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,4377,7.0,1981.0,AVIÃO,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,POUSO,PRIVADA,LEVE,0
3723,78546,PRPAJ,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T182T,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,2004.0,AVIÃO,PARTICULAR,GOVERNADOR JOSÉ RICHA,FAZENDA PIRAY,DECOLAGEM,PRIVADA,NENHUM,0
3724,78548,PRENM,,AVIÃO,CESSNA AIRCRAFT,T182T,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,2006.0,AVIÃO,PARTICULAR,PILOTO OSVALDO MARQUES DIAS,JACAREACANGA,CRUZEIRO,PRIVADA,SUBSTANCIAL,2
3725,78549,DABVR,REGULAR,AVIÃO,BOEING COMPANY,747-431,B747,JATO,SEM TRAÇÃO,396895,396895,0.0,1997.0,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,AEROPORTO DE FRANKFURT ALEMANHA,CRUZEIRO,REGULAR,NENHUM,0
3726,78550,PTVUU,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2011.0,AVIÃO,PARTICULAR,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,APROXIMAÇÃO FINAL,AGRÍCOLA,SUBSTANCIAL,1
3727,78551,PUODJ,,ULTRALEVE,,ADVENTURE,ZZZZ,PISTÃO,MONOMOTOR,495,495,,,ULTRALEVE,EXPERIMENTAL,FAZENDA IROHY,FAZENDA IROHY,POUSO,PRIVADA,SUBSTANCIAL,0
3728,78552,PRRCS,,AVIÃO,PIPER AIRCRAFT,PA-31-325,PA31,PISTÃO,BIMOTOR,2948,2948,6.0,1976.0,AVIÃO,PARTICULAR,14 BIS,14 BIS,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
3729,78553,,REGULAR,,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,,,,0,0,,,,REGULAR,JORGE NEWBERY AIRFIELD,HERCÍLIO LUZ,DESCIDA,REGULAR,NENHUM,0
3730,78554,PTOEX,PARTICULAR,AVIÃO,DASSAULT AVIATION,FALCON 900,F900,JATO,TRIMOTOR,20639,20639,14.0,1990.0,AVIÃO,PARTICULAR,AEROPORTO INTERNACIONAL DE CARRASCO - GENERAL CESARIO L BERISSO,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
3731,78556,PRRST,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,726,726,2.0,1972.0,AVIÃO,INSTRUÇÃO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,TÁXI,INSTRUÇÃO,LEVE,0
3732,78557,PTLSY,,AVIÃO,BEECH AIRCRAFT,B36TC,BE36,PISTÃO,MONOMOTOR,1746,1746,6.0,1989.0,AVIÃO,PARTICULAR,PONTA PORÃ,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,CRUZEIRO,PRIVADA,LEVE,0
3733,78559,PRBTP,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2012.0,AVIÃO,PARTICULAR,SÃO BORJA,SALGADO FILHO,POUSO,PRIVADA,LEVE,0
3734,78560,PPSAV,PARTICULAR,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOÉLICE,MONOMOTOR,2250,2250,6.0,2017.0,HELICÓPTERO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,POUSO,PRIVADA,NENHUM,0
3735,78562,PRABD,REGULAR,AVIÃO,BOEING COMPANY,767-316F,B763,JATO,BIMOTOR,186880,186880,6.0,2005.0,AVIÃO,REGULAR,VIRACOPOS,EDUARDO GOMES,DECOLAGEM,REGULAR,LEVE,0
3736,78563,PRAQV,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,,AVIÃO,REGULAR,LEITE LOPES,VIRACOPOS,SUBIDA,REGULAR,NENHUM,0
3737,78564,PROCW,,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,78000,78000,172.0,2015.0,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,ANTONIO CARLOS JOBIM / GALEÃO,CORRIDA APÓS POUSO,REGULAR,SUBSTANCIAL,0
3738,78568,CCBCE,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-112,A319,JATO,BIMOTOR,64000,64000,154.0,2012.0,AVIÃO,REGULAR,JORGE CHÁVEZ INTERNATIONAL AIRPORT,ANTONIO CARLOS JOBIM / GALEÃO,DESCIDA,REGULAR,LEVE,0
3739,78570,PPNCG,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,TURBOÉLICE,MONOMOTOR,1950,1950,6.0,1990.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,AEROPORTO ESTADUAL DE JUNDIAÍ,CRUZEIRO,PRIVADA,NENHUM,0
3740,78571,PPMIG,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2000.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,POLICIAL,LEVE,0
3741,78572,PTDML,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,177RG,C77R,PISTÃO,MONOMOTOR,1270,1270,4.0,1971.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,NOVO PROGRESSO,CRUZEIRO,PRIVADA,LEVE,0
3742,78575,PRAER,,AVIÃO,AIR TRACTOR,AT-502,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,1993.0,AVIÃO,AGRÍCOLA,PISTA DE POUSO EVENTUAL,QUIRINÓPOLIS,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
3743,78576,PTNKH,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,AVIÃO,INSTRUÇÃO,HERCÍLIO LUZ,CAMPO DE MARTE,PROCEDIMENTO DE APROXIMAÇÃO IFR,INSTRUÇÃO,NENHUM,0
3744,78578,PRHAC,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1975.0,AVIÃO,ADMINISTRAÇÃO DIRETA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,POLICIAL,NENHUM,0
3745,78579,PRCTU,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1978.0,AVIÃO,PARTICULAR,CATULEVE,CATULEVE,SUBIDA,PRIVADA,DESTRUÍDA,0
3746,78580,PRGGE,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,197.0,2008.0,AVIÃO,REGULAR,GOVERNADOR ALUÍZIO ALVES,GOVERNADOR ANDRÉ FRANCO MONTORO,DESCIDA,REGULAR,NENHUM,0
3747,78582,PRRVO,,AVIÃO,CESSNA AIRCRAFT,A188B,C188,,SEM TRAÇÃO,1498,1498,0.0,1975.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1
3748,78583,PRAJY,REGULAR,AVIÃO,BOEING COMPANY,737-48E,737,JATO,BIMOTOR,65090,65090,192.0,,AVIÃO,REGULAR,VIRACOPOS,GUARARAPES - GILBERTO FREYRE,SUBIDA,REGULAR,NENHUM,0
3749,78585,PRTKL,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22800,22800,73.0,2012.0,AVIÃO,REGULAR,TANCREDO NEVES,ROMEU ZEMA,DESCIDA,REGULAR,NENHUM,0
3750,78586,PPSAL,,AVIÃO,RAYTHEON AIRCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2495,,,AVIÃO,PARTICULAR,PATOS DE MINAS,BACACHERI,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
3751,78587,PTVYY,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
3752,78588,PTTMO,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,70000,70000,0.0,2011.0,AVIÃO,REGULAR,CONGONHAS,MINISTRO VICTOR KONDER,SUBIDA,REGULAR,NENHUM,0
3753,78589,FHTAC,REGULAR,AVIÃO,EADS AIRBUS,A330-223,A332,JATO,BIMOTOR,233000,233000,240.0,2002.0,AVIÃO,REGULAR,VIRACOPOS,EXTERIOR,SUBIDA,REGULAR,NENHUM,0
3754,78590,PRAQV,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,,AVIÃO,REGULAR,VIRACOPOS,LEITE LOPES,DECOLAGEM,REGULAR,LEVE,0
3755,78591,PRAQA,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,AVIÃO,REGULAR,BARREIRAS,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
3756,78591,PREPI,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-32R-301,P32R,PISTÃO,MONOMOTOR,1633,1633,6.0,1996.0,AVIÃO,PARTICULAR,BARREIRAS,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,PRIVADA,NENHUM,0
3757,78593,PTMZZ,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,184.0,2001.0,AVIÃO,REGULAR,EURICO DE AGUIAR SALLES,PRESIDENTE JUSCELINO KUBITSCHEK,DESCIDA,REGULAR,NENHUM,0
3758,78595,PTUOF,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2003.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,LEVE,0
3759,78596,PROMK,,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,S61,TURBOEIXO,BIMOTOR,8618,8618,21.0,1980.0,HELICÓPTERO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM VERTICAL,ESPECIALIZADA,LEVE,0
3760,78597,PRAYV,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,AVIÃO,REGULAR,,VIRACOPOS,CRUZEIRO,REGULAR,NENHUM,0
3761,78599,PRUDI,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1978.0,AVIÃO,INSTRUÇÃO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CRUZEIRO,INSTRUÇÃO,NENHUM,0
3762,78601,PRJBI,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,21.0,2012.0,HELICÓPTERO,TÁXI AÉREO,JACAREPAGUÁ,JACAREPAGUÁ,CRUZEIRO,TÁXI AÉREO,NENHUM,0
3763,78603,PRTTO,REGULAR,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,92124,92124,3.0,1976.0,AVIÃO,REGULAR,AFONSO PENA,GOVERNADOR ANDRÉ FRANCO MONTORO,SUBIDA,REGULAR,LEVE,0
3764,78604,PRAQN,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,AVIÃO,REGULAR,AFONSO PENA,GOVERNADOR JOSÉ RICHA,OPERAÇÃO DE SOLO,REGULAR,NENHUM,0
3765,78605,PRMMF,,AVIÃO,AIR TRACTOR,AT-802A,AT8T,TURBOÉLICE,MONOMOTOR,7258,7258,1.0,2007.0,AVIÃO,AGRÍCOLA,FAZENDA NOVA FLORESTA,FAZENDA NOVA FLORESTA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3766,78607,PTGYT,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1982.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
3767,78608,PTLNG,,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,4082,4082,8.0,1982.0,AVIÃO,PARTICULAR,SENADOR PETRÔNIO PORTELLA,JOÃO SILVA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
3768,78609,PRDRL,,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2009.0,HELICÓPTERO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
3769,78610,PTLOK,,AVIÃO,AVIONS MUDRY,CAP-10B,CP10,PISTÃO,MONOMOTOR,760,760,2.0,1988.0,AVIÃO,PARTICULAR,AEROCLUBE DE BENTO GONÇALVES,AEROCLUBE DE BENTO GONÇALVES,DECOLAGEM,PRIVADA,DESTRUÍDA,1
3770,78612,PTNMJ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,AVIÃO,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,POUSO,PRIVADA,SUBSTANCIAL,0
3771,78616,PUENU,,ULTRALEVE,PARADISE INDUSTRIA AERONÁUTICA LTDA.,PARADISE P1 LSA,ZZZZ,PISTÃO,MONOMOTOR,600,600,1.0,2017.0,ULTRALEVE,EXPERIMENTAL,SÃO JOAQUIM DA BARRA,JATAÍ,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3772,78617,PRFKU,,AVIÃO,AIR TRACTOR,AT-502,AT5T,TURBOÉLICE,MONOMOTOR,2948,2948,1.0,1991.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3773,78619,PTUYJ,,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2010.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
3774,78620,PUFKE,,ULTRALEVE,PRISCILA CABRAL FIGUEIREDO,FK9 Mk IVB,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2011.0,ULTRALEVE,EXPERIMENTAL,ATIBAIA,,SUBIDA,EXPERIMENTAL,SUBSTANCIAL,0
3775,78623,PRAKF,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT73,TURBOÉLICE,BIMOTOR,23000,23000,75.0,,AVIÃO,REGULAR,MINISTRO VICTOR KONDER,SALGADO FILHO,SUBIDA,REGULAR,NENHUM,0
3776,78624,PRADF,,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2495,2495,6.0,1997.0,AVIÃO,PARTICULAR,PONTA PORÃ,SOROCABA,DECOLAGEM,NÃO REGULAR,NENHUM,0
3777,78625,PTLDY,PARTICULAR,AVIÃO,ISRAEL AIRCRAFT,1124,WW24,JATO,BIMOTOR,10364,10364,10.0,1979.0,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,DECOLAGEM,PRIVADA,NENHUM,0
3778,78626,PTZVY,,,,,,,SEM TRAÇÃO,0,0,0.0,,,EXPERIMENTAL,TERRAMARE,MUNICIPAL JOSÉ FIGUEIREDO,MANOBRA,PRIVADA,DESTRUÍDA,2
3779,78627,PRATD,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1900,1900,1.0,1977.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,LEVE,0
3780,78628,PUGEM,EXPERIMENTAL,,,,,,SEM TRAÇÃO,0,0,0.0,,,EXPERIMENTAL,AMERICANA,COSMOS AVIAÇÃO AGRÍCOLA,CRUZEIRO,EXPERIMENTAL,NENHUM,0
3781,78629,PTFEG,,AVIÃO,EMBRAER,EMB-121A1,E121,TURBOÉLICE,BIMOTOR,5670,5670,7.0,1982.0,AVIÃO,PARTICULAR,SOROCABA,BRIGADEIRO LYSIAS RODRIGUES,SUBIDA,PRIVADA,SUBSTANCIAL,0
3782,78631,PPYBB,NÃO REGULAR,,,,,,SEM TRAÇÃO,0,0,0.0,,,NÃO REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AFONSO PENA,ESTACIONAMENTO,NÃO REGULAR,NENHUM,0
3783,78632,PRAAB,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2001.0,AVIÃO,ADMINISTRAÇÃO DIRETA,PRESIDENTE JUSCELINO KUBITSCHEK,AEROPORTO ESTADUAL DE JUNDIAÍ,TÁXI,POLICIAL,NENHUM,0
3784,78635,PTNYJ,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1980.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,OURO FINO,SUBIDA,INSTRUÇÃO,NENHUM,0
3785,78636,PRAYV,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,TANCREDO NEVES,TÁXI,REGULAR,NENHUM,0
3786,78637,PRPMK,PARTICULAR,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4800,4800,,,AVIÃO,PARTICULAR,CARATINGA,PINTO MARTINS,APROXIMAÇÃO FINAL,PRIVADA,LEVE,0
3787,78638,PTNYT,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,1247,1247,4.0,1980.0,AVIÃO,PARTICULAR,PARÁ DE MINAS,CARLOS PRATES,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
3788,78640,PUEJR,,ULTRALEVE,,,ULAC,,SEM TRAÇÃO,0,0,0.0,,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
3789,78641,PTDYG,,AVIÃO,CESSNA AIRCRAFT,182N,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1971.0,AVIÃO,PARTICULAR,BRIGADEIRO LYSIAS RODRIGUES,AERÓDROMO NACIONAL DE AVIAÇÃO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
3790,78643,PTWOW,,AVIÃO,CESSNA AIRCRAFT,172R,C172,PISTÃO,MONOMOTOR,1111,1111,4.0,1997.0,AVIÃO,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
3791,78645,PRKEM,TÁXI AÉREO,,,,,,,0,0,,,,TÁXI AÉREO,ESTÂNCIA HÉRCULES,Francisco Beltrão,TÁXI,PRIVADA,LEVE,0
3792,78650,PRSKF,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2007.0,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,GASTÃO MADEIRA,POUSO,INSTRUÇÃO,LEVE,0
3793,78651,PRGGW,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,193.0,2010.0,AVIÃO,REGULAR,BRIGADEIRO LYSIAS RODRIGUES,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,REGULAR,NENHUM,0
3794,78652,PRPVF,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-32R-301T,PA32,PISTÃO,MONOMOTOR,1633,1633,,,AVIÃO,PARTICULAR,PALMEIRAS DE GOIÁS,AERÓDROMO NACIONAL DE AVIAÇÃO,CORRIDA APÓS POUSO,NÃO REGULAR,SUBSTANCIAL,0
3795,78653,PTWXA,,AVIÃO,CESSNA AIRCRAFT,182S,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,1998.0,AVIÃO,PARTICULAR,ESTÂNCIA SANTA MARIA,FAZENDA SÃO SEBASTIÃO DO JATOBAZINHO,CORRIDA APÓS POUSO,NÃO REGULAR,LEVE,0
3796,78655,PROFR,,AVIÃO,AIR TRACTOR,AT-402A,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,1998.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
3797,78656,PTDME,,AVIÃO,SOCATA,ST-10,ST10,PISTÃO,MONOMOTOR,1030,1030,4.0,1971.0,AVIÃO,PARTICULAR,CARLOS PRATES,CARLOS PRATES,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,1
3798,78657,PUELP,EXPERIMENTAL,ULTRALEVE,,CTU,ULAC,PISTÃO,MONOMOTOR,458,458,2.0,2001.0,ULTRALEVE,EXPERIMENTAL,14 BIS,ELISA CAMARGO DE ARRUDA BOTELHO,CRUZEIRO,PRIVADA,LEVE,0
3799,78661,PRRAW,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,AVIÃO,PARTICULAR,JACAREACANGA,FORA DE AERODROMO,CRUZEIRO,PRIVADA,,0
3800,78662,PTIZQ,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,975,2.0,1973.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,DECOLAGEM,INSTRUÇÃO,NENHUM,0
3801,78665,PRRMI,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2009.0,AVIÃO,TÁXI AÉREO,EDUARDO GOMES,CARAUARI,TÁXI,TÁXI AÉREO,NENHUM,0
3802,78669,PRPFR,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,AVIÃO,PARTICULAR,Francisco Beltrão,SALGADO FILHO,DESCIDA,PRIVADA,NENHUM,0
3803,78673,PTOUZ,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1993.0,AVIÃO,PARTICULAR,PROFESSOR ERIBERTO MANOEL REINO,CAMPO DE MARTE,POUSO,PRIVADA,LEVE,0
3804,78674,PPGKY,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,AVIÃO,INSTRUÇÃO,DOMINGOS PIGNATARI,DOMINGOS PIGNATARI,ARREMETIDA NO SOLO,INSTRUÇÃO,LEVE,0
3805,78683,PRONL,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,172.0,2012.0,AVIÃO,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
3806,78684,,REGULAR,,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,,,,0,0,,,,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,,0
3807,78695,PTKLO,,AVIÃO,PIPER AIRCRAFT,PA-28-180,P28A,PISTÃO,MONOMOTOR,1086,1086,4.0,1974.0,AVIÃO,INSTRUÇÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,AEROCLUBE DE ALAGOAS,CRUZEIRO,PRIVADA,DESTRUÍDA,1
3808,78696,PRRMY,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,AVIÃO,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,POUSO,INSTRUÇÃO,LEVE,0
